"Total Quantity","ID"
"11","CA-2016-161746"
"11","CA-2017-121027"
"11","CA-2015-156734"
"11","CA-2017-155880"
"11","CA-2015-166975"
"11","CA-2015-112305"
"11","CA-2015-144267"
"11","CA-2016-108875"
"11","CA-2016-113243"
"11","US-2017-100048"
"11","CA-2017-146920"
"11","US-2017-140907"
"11","CA-2014-117765"
"11","CA-2014-139598"
"11","CA-2017-140760"
"11","CA-2017-144491"
"11","CA-2016-165848"
"11","CA-2017-142125"
"11","CA-2017-160633"
"11","US-2016-113985"
"11","CA-2017-165841"
"11","CA-2017-144463"
"11","CA-2017-155607"
"11","CA-2016-146423"
"11","CA-2017-153045"
"11","CA-2017-121790"
"11","CA-2014-109897"
"11","CA-2017-163139"
"11","CA-2017-168123"
"11","CA-2015-143490"
"11","CA-2017-123085"
"11","CA-2017-146024"
"11","CA-2014-166884"
"11","CA-2016-153598"
"11","CA-2017-145877"
"11","US-2017-105389"
"11","US-2017-107384"
"11","CA-2016-118052"
"11","CA-2014-154963"
"11","CA-2014-127866"
"11","CA-2016-109722"
"11","CA-2017-117702"
"11","CA-2017-163209"
"11","CA-2015-162166"
"11","CA-2015-140221"
"11","CA-2017-158876"
"11","CA-2014-115049"
"11","US-2015-106873"
"11","CA-2017-128755"
"11","CA-2014-146843"
