"sale_per_item","total_sold","order_count","max_sale_per_order","min_sale_per_order","average_sale_per_order","id"
"499.552","5","2","399.96","99.592","250","CA-2014-150581"
"499.303","10","5","269.97","35.445","100","CA-2016-109827"
"498.93","7","2","491.55","7.38","249","CA-2015-134257"
"498.608","22","4","414","13.48","125","CA-2016-167556"
"498.492","9","2","482.94","15.552","249","CA-2015-162950"
"498.26","7","1","498.26","498.26","498","CA-2017-145653"
"498.15","7","3","302.94","12.99","166","CA-2017-118003"
"497.044","21","5","199.9","9.296","99","CA-2017-156958"
"496.896","14","4","364.704","9.568","124","CA-2015-129896"
"496.634","43","9","119.7","7.31","55","CA-2017-140949"
"495.736","7","2","355.36","140.376","248","CA-2015-141012"
"495.30","5","2","481.32","13.98","248","CA-2017-120936"
"494.982","3","1","494.982","494.982","495","US-2016-126893"
"492.966","17","6","245.646","28.14","82","CA-2016-145548"
"492.85","9","3","445.96","10.65","164","US-2016-143280"
"492.835","5","1","492.835","492.835","493","CA-2016-119165"
"492.768","4","1","492.768","492.768","493","CA-2017-114258"
"492.584","6","2","479.984","12.6","246","CA-2015-166464"
"492.28","7","2","338.04","154.24","246","US-2016-131149"
"491.888","7","2","390.368","101.52","246","CA-2017-108035"
"491.55","5","1","491.55","491.55","492","CA-2014-144281"
"490.392","9","3","381.576","23.76","163","CA-2017-132682"
"490.32","9","1","490.32","490.32","490","CA-2016-119025"
"489.23","2","1","489.23","489.23","489","CA-2014-124723"
"487.984","2","1","487.984","487.984","488","CA-2015-109197"
"487.96","2","1","487.96","487.96","488","CA-2017-105823"
"487.704","5","2","481.32","6.384","244","US-2016-111528"
"487.50","29","5","226.56","30.84","98","CA-2016-103730"
"487.22","8","2","368.97","118.25","244","CA-2016-149979"
"486.368","4","1","486.368","486.368","486","CA-2017-135419"
"485.784","12","4","311.976","50.352","121","CA-2015-137302"
"485.30","5","2","482.34","2.96","243","CA-2015-122756"
"484.79","20","4","339.96","12.67","121","CA-2014-111500"
"484.65","3","1","484.65","484.65","485","CA-2015-126445"
"484.323","23","4","273.06","13.023","121","US-2017-147669"
"483.748","5","2","435.168","48.58","242","US-2016-166660"
"483.480","12","3","271.968","15.552","161","CA-2017-145765"
"483.336","5","2","281.904","201.432","242","US-2014-126571"
"482.584","7","3","333.576","12.544","161","CA-2016-156265"
"482.006","12","3","239.666","22.5","161","CA-2016-123512"
"481.698","26","4","427.42","9.728","120","US-2015-164448"
"481.59","22","6","261.96","3.76","80","US-2017-133361"
"481.524","6","3","239.984","30.96","161","CA-2017-128076"
"481.472","15","4","442.4","7.168","120","CA-2017-152807"
"479.988","2","1","479.988","479.988","480","CA-2015-161767"
"479.984","2","1","479.984","479.984","480","CA-2014-124618"
"479.984","2","1","479.984","479.984","480","CA-2017-126662"
"479.97","3","1","479.97","479.97","480","CA-2016-138233"
"479.97","3","1","479.97","479.97","480","CA-2016-168830"
"479.96","4","1","479.96","479.96","480","CA-2014-122749"
"479.952","6","1","479.952","479.952","480","US-2015-153374"
"479.9","5","1","479.9","479.9","480","CA-2014-145926"
"479.72","4","1","479.72","479.72","480","CA-2016-125094"
"479.716","8","3","307.136","12.6","160","CA-2015-149083"
"479.05","17","6","396.92","5.76","80","CA-2016-129126"
"479.026","11","3","466.158","2.556","160","CA-2015-109001"
"478.48","2","1","478.48","478.48","478","CA-2014-147543"
"478.416","9","4","332.704","42.408","120","CA-2017-151484"
"478.24","8","1","478.24","478.24","478","CA-2017-112900"
"478.08","8","1","478.08","478.08","478","CA-2017-148929"
"477.666","2","1","477.666","477.666","478","CA-2016-148747"
"477.51","11","1","477.51","477.51","478","CA-2017-160899"
"477.50","21","6","376.74","8.78","80","CA-2016-116526"
"477.3","5","1","477.3","477.3","477","CA-2017-136882"
"477.142","11","4","388.43","10.368","119","CA-2016-119186"
"477.092","17","5","259.92","20.096","95","CA-2017-121293"
"475.944","7","1","475.944","475.944","476","CA-2014-106971"
"475.944","7","1","475.944","475.944","476","US-2014-133949"
"475.86","12","5","275.24","7.96","95","CA-2016-154767"
"475.788","8","3","359.772","13.392","159","CA-2014-144029"
"475.694","19","5","271.984","11.76","95","CA-2016-100244"
"475.42","8","2","471.9","3.52","238","US-2014-112949"
"474.95","5","1","474.95","474.95","475","CA-2017-149699"
"474.43","11","1","474.43","474.43","474","CA-2017-144463"
"473.40","8","2","359.88","113.52","237","CA-2015-123155"
"472.044","12","3","340.144","20.94","157","CA-2014-118962"
"471.92","2","1","471.92","471.92","472","CA-2014-157609"
"471.624","14","3","455.97","5.214","157","CA-2016-134936"
"471.078","8","3","432.456","3.762","157","US-2016-139262"
"470.376","3","1","470.376","470.376","470","CA-2017-112039"
"470.376","3","1","470.376","470.376","470","CA-2017-126788"
"470.36","11","1","470.36","470.36","470","CA-2015-107902"
"469.66","23","5","174.95","28.91","94","CA-2017-140480"
"469.398","9","3","435.504","6.912","156","CA-2015-123939"
"469.043","13","5","200.795","2.92","94","CA-2014-105165"
"468.9","6","1","468.9","468.9","469","CA-2014-140795"
"467.6532","13","4","369.1992","6.23","117","CA-2015-135251"
"467.04","4","1","467.04","467.04","467","CA-2015-109708"
"466.842","14","3","323.136","52.776","156","CA-2017-143259"
"466.814","16","3","222.32","33.93","156","US-2017-160465"
"465.488","6","2","433.568","31.92","233","CA-2014-157924"
"465.18","3","1","465.18","465.18","465","CA-2015-156755"
"465.18","3","1","465.18","465.18","465","CA-2016-108434"
"465.074","7","3","453.6","4.626","155","CA-2016-131744"
"464.373","6","2","457.485","6.888","232","CA-2017-154011"
"463.04","20","4","239.84","15.66","116","CA-2014-154095"
"462.52","10","3","371.97","6.63","154","CA-2017-143035"
"461.592","8","2","439.8","21.792","231","CA-2017-152737"
"460.844","11","4","339.96","8.82","115","CA-2015-150770"
"460.22","8","2","449.15","11.07","230","CA-2014-113362"
"460.092","10","3","411.332","7.36","153","CA-2014-105249"
"459.98","6","2","359.98","100","230","CA-2016-121748"
"459.95","5","1","459.95","459.95","460","CA-2016-123666"
"459.4335","6","2","375.4575","83.976","230","US-2015-168935"
"458.984","12","4","258.48","8.832","115","CA-2017-147228"
"458.574","19","3","389.97","14.62","153","CA-2016-142405"
"458.43","5","1","458.43","458.43","458","CA-2017-137785"
"458.351","9","2","299.975","158.376","229","CA-2016-127236"
"458.072","13","3","282.888","6.72","153","US-2015-153500"
"457.96","6","2","236","221.96","229","CA-2015-129532"
"457.744","27","6","211.248","2.952","76","CA-2014-156244"
"457.568","2","1","457.568","457.568","458","CA-2014-104269"
"457.176","18","4","266.352","39.264","114","CA-2017-107629"
"457.04","11","2","358.58","98.46","229","CA-2015-154291"
"456.512","15","3","309.576","23.68","152","CA-2017-125199"
"456.193","9","2","422.625","33.568","228","CA-2015-157287"
"455.632","11","3","338.352","25.92","152","US-2014-112991"
"455.23","6","4","359.98","3.81","114","US-2014-150434"
"454.272","8","1","454.272","454.272","454","CA-2015-149650"
"453.576","3","1","453.576","453.576","454","CA-2015-132101"
"452.464","21","2","390.272","62.192","226","CA-2016-138695"
"451.284","24","6","239.984","15.56","75","CA-2014-153969"
"450.194","14","4","204.85","16.4","113","CA-2015-134117"
"450.09","6","2","291.1","158.99","225","CA-2015-109862"
"450","5","1","450","450","450","CA-2016-118311"
"449.91","9","1","449.91","449.91","450","US-2017-166037"
"449.454","5","2","276.69","172.764","225","CA-2017-136350"
"449.0496","6","2","383.4656","65.584","225","CA-2015-168088"
"448.818","17","3","347.97","37.008","150","US-2017-139465"
"448.81","10","3","343.92","40.99","150","CA-2016-112102"
"448.792","13","3","276.784","25.32","150","CA-2016-101980"
"448.446","5","2","408.006","40.44","224","CA-2016-118759"
"448.418","15","3","318.43","7.068","149","US-2016-127971"
"448.404","17","4","388.704","8.26","112","CA-2016-138520"
"448.21","8","4","199.98","8.4","112","CA-2015-122406"
"447.944","7","1","447.944","447.944","448","CA-2014-140816"
"447.93","9","1","447.93","447.93","448","CA-2015-125416"
"447.88","9","2","383.96","63.92","224","CA-2014-162278"
"447.84","5","1","447.84","447.84","448","CA-2014-159338"
"447.783","8","2","331.023","116.76","224","CA-2016-104276"
"446.996","11","2","307.136","139.86","223","CA-2017-142636"
"445.802","7","1","445.802","445.802","446","CA-2014-129938"
"445.44","8","1","445.44","445.44","445","CA-2017-152135"
"445.40","10","2","404.94","40.46","223","CA-2016-114482"
"444.768","4","1","444.768","444.768","445","CA-2017-108329"
"443.92","4","1","443.92","443.92","444","CA-2015-101154"
"442.50","10","2","361.92","80.58","221","CA-2016-146941"
"442.372","7","1","442.372","442.372","442","CA-2016-132479"
"441.72","14","2","435.84","5.88","221","CA-2017-112431"
"440.91","9","1","440.91","440.91","441","CA-2016-101987"
"440.31","9","2","244.55","195.76","220","CA-2017-150987"
"440.16","9","2","383.64","56.52","220","CA-2016-136686"
"440.144","12","3","335.744","6.048","147","CA-2015-141327"
"440.048","10","4","353.568","13.96","110","CA-2014-151946"
"439.536","10","2","364.776","74.76","220","CA-2015-149097"
"438.96","9","2","406.6","32.36","219","CA-2017-144484"
"438.01","21","4","219.84","33.04","110","CA-2017-166317"
"437.65","10","2","426.79","10.86","219","CA-2017-152695"
"436.96","2","2","315.98","120.98","218","CA-2016-152688"
"436.86","7","2","283.92","152.94","218","CA-2015-134894"
"436.704","6","1","436.704","436.704","437","CA-2017-135076"
"436.596","10","2","415.872","20.724","218","CA-2017-169894"
"436.488","8","3","299.97","65.568","145","CA-2014-153808"
"435.999","3","1","435.999","435.999","436","CA-2017-109393"
"435.85","13","4","354.9","11.21","109","CA-2016-153269"
"435.54","6","2","239.9","195.64","218","CA-2015-151589"
"435.168","4","2","364.08","71.088","218","CA-2017-137505"
"435.132","7","2","292.272","142.86","218","US-2014-167738"
"434.646","3","1","434.646","434.646","435","CA-2016-139556"
"433.78","11","2","275.88","157.9","217","US-2015-136749"
"433.78","12","4","272.94","19.44","108","CA-2017-145226"
"433.560","9","2","408.744","24.816","217","CA-2014-166191"
"432.69","14","2","239.97","192.72","216","US-2015-107944"
"432.405","8","2","419.4","13.005","216","CA-2017-139402"
"431.976","3","1","431.976","431.976","432","US-2016-109260"
"431.928","9","1","431.928","431.928","432","CA-2017-138310"
"430.94","15","4","344.94","12.76","108","US-2016-147711"
"429.592","6","2","400.8","28.792","215","US-2017-128447"
"428.704","7","2","231.92","196.784","214","US-2017-134642"
"427.592","11","2","399.672","27.92","214","CA-2017-125913"
"427.548","13","5","323.982","2.286","86","US-2015-147662"
"426.942","6","2","328.59","98.352","213","CA-2014-169684"
"426.67","8","3","333","36.44","142","US-2014-117163"
"425.954","5","2","389.97","35.984","213","CA-2016-157217"
"425.67","5","3","284.82","36.84","142","US-2014-117135"
"425.056","20","4","359.32","13.02","106","CA-2017-111591"
"424.9575","5","1","424.9575","424.9575","425","US-2016-146794"
"424.376","31","6","223.056","4.224","71","CA-2014-124737"
"424.172","5","2","270.62","153.552","212","CA-2017-121398"
"423.28","11","1","423.28","423.28","423","CA-2014-154669"
"423.05","6","2","419.9","3.15","212","CA-2016-160941"
"422.909","13","3","398.972","8.001","141","CA-2017-122539"
"422.856","3","1","422.856","422.856","423","CA-2015-169656"
"422.662","18","5","153.552","35.1","85","CA-2016-128412"
"421.42","17","2","385.6","35.82","211","CA-2017-100384"
"421.372","2","1","421.372","421.372","421","CA-2014-166716"
"421.1","2","1","421.1","421.1","421","CA-2017-147410"
"420.64","20","5","307.98","13.12","84","CA-2015-144274"
"420.234","20","5","189.95","5.984","84","CA-2017-137463"
"419.944","7","1","419.944","419.944","420","CA-2017-102820"
"419.944","7","1","419.944","419.944","420","CA-2016-101966"
"419.870","17","4","241.92","3.486","105","CA-2016-159912"
"419.832","9","4","239.96","36","105","CA-2017-105487"
"419.726","10","3","232.4","22.68","140","CA-2015-110814"
"419.136","4","1","419.136","419.136","419","CA-2017-148999"
"419.136","4","1","419.136","419.136","419","CA-2017-129490"
"418.296","3","1","418.296","418.296","418","CA-2017-105921"
"418.192","11","3","271.44","36.4","139","CA-2015-118871"
"416.616","6","2","326.646","89.97","208","CA-2016-105781"
"415.152","10","2","408.744","6.408","208","CA-2017-140242"
"414.96","2","1","414.96","414.96","415","CA-2015-143980"
"414.630","24","5","279.96","11.52","83","CA-2014-124730"
"413.942","8","3","304.23","20.96","138","CA-2015-115945"
"413.784","20","4","241.96","1.44","103","CA-2017-129378"
"413.008","8","2","394.816","18.192","207","US-2016-161683"
"412.996","8","3","276.784","25.86","138","CA-2017-104619"
"412.682","12","2","396.802","15.88","206","US-2015-101511"
"412.664","16","3","239.8","31.104","138","CA-2015-130883"
"412.24","9","3","263.96","12.56","137","CA-2015-134747"
"410.71","13","2","244.55","166.16","205","CA-2017-101245"
"410.104","15","3","217.44","87.08","137","CA-2014-110555"
"409.760","17","5","161.94","17.712","82","CA-2016-141397"
"409.548","17","5","169.68","2.96","82","US-2017-132444"
"409.304","4","2","362.92","46.384","205","CA-2014-115889"
"408.96","11","3","269.98","39.08","136","US-2017-105046"
"408.768","10","2","319.968","88.8","204","CA-2014-102330"
"408.47","16","2","345","63.47","204","CA-2014-116834"
"408.422","2","1","408.422","408.422","408","US-2015-114839"
"407.976","3","1","407.976","407.976","408","CA-2016-161389"
"407.072","7","2","398.352","8.72","204","US-2016-162859"
"406.94","10","2","327.84","79.1","203","CA-2017-128300"
"405.92","5","2","231.98","173.94","203","CA-2016-160304"
"405.456","10","2","398.352","7.104","203","CA-2014-140165"
"405.344","10","2","315.776","89.568","203","CA-2016-133368"
"405.30","10","3","296.37","39.98","135","US-2016-168410"
"403.94","12","2","339.96","63.98","202","CA-2015-144519"
"403.92","5","1","403.92","403.92","404","CA-2016-143609"
"403.168","4","1","403.168","403.168","403","US-2016-164189"
"403.114","3","3","263.96","2.624","134","US-2014-123519"
"402.645","9","2","383.952","18.693","201","US-2016-108777"
"401.364","5","2","329.988","71.376","201","CA-2017-113453"
"400.784","1","1","400.784","400.784","401","CA-2017-116127"
"400.61","4","3","240.37","41.22","134","CA-2017-144848"
"400.39","8","2","304.45","95.94","200","CA-2017-163510"
"399.95","5","1","399.95","399.95","400","CA-2017-118346"
"399.672","7","1","399.672","399.672","400","CA-2017-117513"
"399.53","8","2","383.96","15.57","200","CA-2017-134096"
"399.49","21","5","209.6","8.92","80","CA-2015-125934"
"397.744","10","4","252.784","3.984","99","CA-2017-118773"
"396.394","28","5","332.028","6.316","79","CA-2017-100223"
"396","4","1","396","396","396","CA-2016-134208"
"395.436","9","2","302.376","93.06","198","CA-2016-130162"
"394.48","11","3","277.4","25.16","131","CA-2017-112956"
"393.25","5","1","393.25","393.25","393","CA-2016-145611"
"393.186","6","2","362.136","31.05","197","CA-2015-132388"
"393.165","3","1","393.165","393.165","393","US-2016-122245"
"393.165","3","1","393.165","393.165","393","US-2015-140200"
"392.94","3","1","392.94","392.94","393","CA-2014-161032"
"392.94","3","1","392.94","392.94","393","CA-2015-168004"
"392.832","11","3","339.92","10.528","131","CA-2016-123533"
"392.22","11","3","324.9","18.24","131","US-2017-140907"
"392.060","13","3","241.332","5.184","131","CA-2016-162082"
"391.98","2","1","391.98","391.98","392","CA-2017-122196"
"390.75","5","1","390.75","390.75","391","CA-2017-116225"
"389.74","14","4","315.2","15.18","97","CA-2014-132010"
"389.434","13","5","235.188","10.368","78","CA-2015-128608"
"388.704","6","2","314.352","74.352","194","CA-2014-148040"
"387.99","1","1","387.99","387.99","388","CA-2017-132339"
"387.72","5","1","387.72","387.72","388","CA-2016-135636"
"387.136","4","1","387.136","387.136","387","CA-2016-139549"
"387.136","4","1","387.136","387.136","387","CA-2015-118444"
"387.00","9","2","339.96","47.04","194","CA-2016-165995"
"386.62","13","2","369.16","17.46","193","CA-2017-137414"
"386.488","8","3","335.52","23.912","129","CA-2015-111395"
"386.48","7","3","360.38","11.16","129","CA-2016-165169"
"386.43","5","2","352.38","34.05","193","CA-2016-115224"
"386.34","2","1","386.34","386.34","386","CA-2014-109680"
"386.14","6","2","286.15","99.99","193","CA-2017-150623"
"385.288","7","2","369.576","15.712","193","CA-2016-161816"
"385.261","16","6","206.991","3.984","64","CA-2014-138317"
"384.86","7","2","355.96","28.9","192","CA-2015-165085"
"384.592","2","1","384.592","384.592","385","CA-2017-141425"
"384.176","8","2","359.976","24.2","192","CA-2017-144589"
"383.992","14","2","348.208","35.784","192","CA-2017-160423"
"383.84","4","1","383.84","383.84","384","CA-2017-157903"
"383.8","5","1","383.8","383.8","384","CA-2016-148796"
"383.616","9","2","257.64","125.976","192","CA-2015-140144"
"383.61","14","2","368.91","14.7","192","CA-2015-105347"
"383.438","4","1","383.438","383.438","383","CA-2016-140928"
"383.14","21","5","287.52","17.38","77","CA-2016-152170"
"381.804","20","3","305.01","26.01","127","CA-2016-153661"
"381.36","7","1","381.36","381.36","381","CA-2017-140515"
"380.864","8","1","380.864","380.864","381","CA-2016-136924"
"380.744","5","2","357","23.744","190","CA-2014-109855"
"380.546","20","4","255.984","18.496","95","CA-2016-110772"
"380.136","8","3","258.576","29.6","127","CA-2017-121258"
"379.4","10","1","379.4","379.4","379","CA-2016-132661"
"378.594","24","4","181.47","32.34","95","CA-2014-146591"
"378.138","12","3","238.896","36.882","126","US-2015-156867"
"377.97","3","1","377.97","377.97","378","CA-2016-155005"
"377.97","3","1","377.97","377.97","378","CA-2014-100006"
"377.902","14","4","290.352","7.23","94","CA-2015-163965"
"377.528","6","2","257.568","119.96","189","US-2017-121251"
"377.346","6","3","370.62","2.742","126","CA-2016-164784"
"376.97","4","2","371.97","5","188","CA-2015-117611"
"376.866","3","1","376.866","376.866","377","CA-2016-129861"
"376.64","10","3","180.96","30.08","126","US-2016-116365"
"376.10","20","5","131.98","15.92","75","CA-2017-135860"
"375.71","11","4","221.16","7.9","94","CA-2017-168123"
"375.34","1","1","375.34","375.34","375","CA-2014-154641"
"375.34","1","1","375.34","375.34","375","CA-2017-106782"
"374.618","26","4","217.764","22.638","94","CA-2017-141117"
"374.48","5","2","362.94","11.54","187","CA-2017-147039"
"374.376","3","1","374.376","374.376","374","CA-2017-137099"
"374.076","9","2","344.704","29.372","187","CA-2015-141810"
"373.94","4","2","360.38","13.56","187","CA-2017-102155"
"373.281","12","3","347.361","10.368","124","CA-2015-118738"
"372.812","5","2","332.94","39.872","186","CA-2016-116561"
"372.64","8","2","320.64","52","186","CA-2017-135587"
"372.446","9","3","336.51","7.968","124","CA-2017-100314"
"372.285","12","2","349.965","22.32","186","CA-2014-114181"
"372.120","9","3","323.976","15.552","124","CA-2014-169446"
"372.096","6","3","258.576","37.68","124","US-2015-120502"
"371.66","10","2","287.94","83.72","186","CA-2015-114300"
"371.52","13","3","320.88","23.88","124","CA-2014-164721"
"371.504","6","2","329.584","41.92","186","CA-2016-123932"
"370.782","14","5","142.776","7.218","74","CA-2014-149958"
"370.782","3","1","370.782","370.782","371","US-2017-116659"
"370.184","8","2","363.92","6.264","185","CA-2016-142895"
"370.14","3","1","370.14","370.14","370","CA-2015-101000"
"369.979","4","2","359.499","10.48","185","US-2017-133312"
"369.912","3","1","369.912","369.912","370","CA-2015-142027"
"369.560","8","4","273.568","6.48","92","CA-2015-141593"
"369.536","5","2","362.352","7.184","185","CA-2017-128370"
"368.432","8","4","207.984","35.568","92","US-2016-153815"
"367.53","8","2","284.97","82.56","184","CA-2017-123022"
"366.990","8","3","217.584","5.43","122","CA-2015-139164"
"366.786","7","1","366.786","366.786","367","CA-2014-148586"
"366.78","15","3","236.88","29.9","122","CA-2016-169957"
"366.744","4","1","366.744","366.744","367","CA-2016-109400"
"366.744","4","1","366.744","366.744","367","CA-2015-104871"
"366.666","12","3","317.058","8.04","122","CA-2015-111339"
"365.91","4","2","294.93","70.98","183","CA-2015-128139"
"365.496","13","3","325.632","16.52","122","US-2015-159499"
"365.44","16","2","319.76","45.68","183","CA-2016-140571"
"364.93","12","4","232.55","12.96","91","CA-2014-149538"
"364.388","14","4","314.352","12.816","91","CA-2017-141873"
"364.272","11","3","279.9","34.02","121","CA-2017-102197"
"364.07","13","4","163.44","42.76","91","CA-2015-119480"
"362.466","13","5","179.94","17.472","72","CA-2014-151162"
"362.342","18","5","191.976","6.286","72","CA-2016-154018"
"362.242","16","3","302.45","15.12","121","US-2014-127978"
"362.176","9","3","333.056","4.224","121","CA-2014-116407"
"361.608","11","4","227.136","18.264","90","CA-2014-139598"
"361.376","2","1","361.376","361.376","361","CA-2016-148740"
"361.376","2","1","361.376","361.376","361","CA-2017-161130"
"361.104","7","2","203.184","157.92","181","CA-2016-158834"
"361.044","8","3","183.92","13.36","120","US-2017-108343"
"359.976","3","1","359.976","359.976","360","CA-2016-110044"
"359.97","3","1","359.97","359.97","360","CA-2017-122994"
"359.499","3","1","359.499","359.499","359","US-2015-145422"
"359.058","3","1","359.058","359.058","359","CA-2015-118423"
"358.70","24","8","159.8","2.52","45","CA-2017-113278"
"358.696","9","2","289.24","69.456","179","CA-2014-133158"
"358.548","8","2","314.088","44.46","179","CA-2016-116337"
"357.462","5","2","291.168","66.294","179","CA-2015-133445"
"356.79","7","1","356.79","356.79","357","CA-2017-121706"
"356.65","9","2","330.4","26.25","178","CA-2017-167913"
"355.455","3","1","355.455","355.455","355","CA-2014-145800"
"355.32","9","1","355.32","355.32","355","CA-2016-136133"
"354.9","5","1","354.9","354.9","355","CA-2017-145807"
"354.9","5","1","354.9","354.9","355","US-2016-106600"
"354.9","5","1","354.9","354.9","355","CA-2014-116239"
"354.77","12","4","139.92","33.29","89","US-2017-107888"
"353.88","6","1","353.88","353.88","354","CA-2015-117772"
"352.47","5","2","179.97","172.5","176","CA-2016-113621"
"352.168","14","4","167.944","12.224","88","US-2015-113327"
"351.968","8","2","332.832","19.136","176","US-2016-128909"
"351.916","14","4","186.15","36.784","88","CA-2015-129546"
"351.66","12","3","226.56","17.22","117","CA-2017-119011"
"351.51","7","2","251.52","99.99","176","CA-2016-162138"
"351.216","3","1","351.216","351.216","351","US-2014-165862"
"349.082","5","2","221.024","128.058","175","CA-2015-130365"
"348.928","2","1","348.928","348.928","349","CA-2015-154620"
"348.56","8","1","348.56","348.56","349","US-2017-148831"
"347.802","7","1","347.802","347.802","348","US-2016-148110"
"347.58","3","1","347.58","347.58","348","CA-2017-136511"
"347.378","10","3","317.058","14.56","116","CA-2017-100615"
"346.37","3","2","337.98","8.39","173","US-2015-109015"
"346.158","10","2","301.47","44.688","173","US-2015-164238"
"345.47","17","4","204.95","25.92","86","CA-2016-117583"
"345.324","11","3","248.43","11.648","115","CA-2016-130393"
"345.26","8","3","274.8","8.28","115","CA-2015-149748"
"344.981","7","1","344.981","344.981","345","CA-2017-159226"
"344.920","17","3","263.96","9.328","115","CA-2014-164469"
"344.91","3","1","344.91","344.91","345","US-2014-143581"
"344.704","2","1","344.704","344.704","345","CA-2017-121643"
"344.372","4","1","344.372","344.372","344","CA-2015-110891"
"344.274","20","3","322.192","2.946","115","US-2014-151015"
"344.22","2","1","344.22","344.22","344","US-2015-138919"
"344.018","9","3","158.13","72","115","CA-2016-144092"
"342.76","16","3","232.96","43.26","114","CA-2016-142097"
"342.240","10","2","314.352","27.888","171","CA-2017-145702"
"341.991","3","1","341.991","341.991","342","CA-2016-164924"
"341.96","5","1","341.96","341.96","342","CA-2017-161739"
"340.704","6","1","340.704","340.704","341","CA-2017-101322"
"340.3128","14","4","300.5328","2.724","85","US-2014-112914"
"340.22","20","6","207","7.71","57","CA-2017-104220"
"340.116","6","1","340.116","340.116","340","CA-2014-113859"
"339.980","20","4","253.372","2.632","85","CA-2016-159940"
"339.96","5","1","339.96","339.96","340","CA-2015-129476"
"339.334","11","2","219.184","120.15","170","CA-2015-143490"
"338.86","17","3","133.2","79.78","113","CA-2017-128328"
"338.54","15","3","191.98","20.86","113","CA-2016-160220"
"337.818","9","4","259.136","9.762","84","CA-2017-106068"
"337.688","16","2","169.064","168.624","169","US-2017-106131"
"337.176","2","1","337.176","337.176","337","CA-2016-155747"
"337.088","4","1","337.088","337.088","337","CA-2014-114335"
"336.993","6","2","310.443","26.55","168","CA-2017-166142"
"336.82","9","2","254.9","81.92","168","CA-2014-113383"
"335.80","8","2","230.28","105.52","168","US-2016-168095"
"335.52","4","1","335.52","335.52","336","CA-2015-142930"
"335.120","8","3","302.384","11.784","112","CA-2016-111913"
"334.768","7","1","334.768","334.768","335","CA-2014-146640"
"334.68","9","2","289.2","45.48","167","CA-2014-111003"
"334.52","10","3","254.9","20.94","112","CA-2017-105235"
"334.43","7","2","311.98","22.45","167","CA-2015-115392"
"334.256","8","3","249.584","16.56","111","CA-2016-113733"
"334.20","8","3","160.32","46","111","US-2016-108637"
"333.576","3","1","333.576","333.576","334","US-2014-126340"
"332.80","22","4","153.78","7.89","83","US-2017-123862"
"331.536","3","1","331.536","331.536","332","CA-2014-103191"
"331.08","8","2","259.96","71.12","166","CA-2016-167682"
"330.82","12","4","214.7","12.56","83","CA-2016-158155"
"330.768","9","2","274.064","56.704","165","CA-2017-122763"
"330.588","1","1","330.588","330.588","331","US-2014-117380"
"330.588","1","1","330.588","330.588","331","CA-2016-139157"
"330.4712","5","2","328.3992","2.072","165","CA-2017-106432"
"330.15","10","2","272.4","57.75","165","CA-2015-153878"
"329.972","12","4","255.108","6.368","82","CA-2016-119963"
"329.960","6","2","310.392","19.568","165","US-2015-155369"
"329.440","16","4","252.8","10.272","82","CA-2015-119627"
"328.914","4","2","275.49","53.424","164","US-2014-112872"
"328.592","11","2","319.968","8.624","164","CA-2014-113257"
"328.54","6","3","314.55","4.91","110","CA-2016-100041"
"328.224","4","1","328.224","328.224","328","CA-2016-125318"
"327.996","6","1","327.996","327.996","328","CA-2016-124100"
"327.7328","2","1","327.7328","327.7328","328","CA-2017-124674"
"327.564","4","1","327.564","327.564","328","CA-2015-126739"
"327.56","7","3","271.9","9.82","109","CA-2014-143210"
"327.42","10","2","302.72","24.7","164","US-2016-105452"
"325.86","2","1","325.86","325.86","326","CA-2017-113474"
"325.70","13","2","299.94","25.76","163","CA-2015-110870"
"324.744","3","1","324.744","324.744","325","CA-2017-157413"
"324.387","5","3","265.475","23.696","108","CA-2016-165316"
"324.22","14","3","175.23","23","108","CA-2015-135853"
"324.11","7","2","311.15","12.96","162","CA-2015-147529"
"323.976","3","1","323.976","323.976","324","CA-2017-132353"
"323.88","5","2","318.08","5.8","162","CA-2016-108105"
"323.71","10","2","305.01","18.7","162","CA-2017-126242"
"323.458","15","4","287.968","10.75","81","CA-2014-110849"
"323.1","2","1","323.1","323.1","323","CA-2015-162369"
"323.1","2","1","323.1","323.1","323","CA-2017-151358"
"322.59","3","1","322.59","322.59","323","CA-2015-136196"
"321.978","13","3","304.99","3.828","107","CA-2014-126193"
"321.568","2","1","321.568","321.568","322","CA-2016-154739"
"321.568","2","1","321.568","321.568","322","CA-2017-152142"
"321.56","10","3","161.61","15","107","CA-2014-131905"
"321.552","6","1","321.552","321.552","322","CA-2014-100867"
"321.390","10","3","251.006","16.192","107","CA-2017-152583"
"321.248","4","2","310.88","10.368","161","CA-2017-143798"
"321.202","10","2","254.058","67.144","161","CA-2017-163125"
"320.126","5","2","301.47","18.656","160","CA-2016-130911"
"319.984","2","1","319.984","319.984","320","CA-2015-158351"
"319.984","5","2","238.56","81.424","160","US-2016-125969"
"319.968","4","1","319.968","319.968","320","CA-2015-123232"
"319.532","9","2","229.544","89.988","160","CA-2017-131366"
"318.96","9","1","318.96","318.96","319","CA-2017-144596"
"318.960","5","2","314.352","4.608","159","CA-2017-110198"
"318.293","31","6","148.704","5.248","53","CA-2014-131947"
"317.624","10","2","279.944","37.68","159","CA-2017-124401"
"317.48","14","4","245.88","12.39","79","CA-2014-120278"
"316.32","10","2","287.92","28.4","158","CA-2017-149160"
"316","4","1","316","316","316","CA-2016-106558"
