"Product ID","Name","Category","Total Sales","Total Quanity"
"TEC-PH-10004345","Cisco SPA 502G IP Phone","Technology","2063.14","21"
"FUR-FU-10003806","Tenex Chairmat w/ Average Lip  45 x 53","Furniture","2058.496","19"
"TEC-PH-10000369","HTC One Mini","Technology","2041.038","19"
"FUR-TA-10004607","Hon 2111 Invitation Series Straight Table","Furniture","2040.054","18"
"FUR-TA-10002228","Bevis Traditional Conference Table Top  Plinth Base","Furniture","2033.496","9"
"FUR-CH-10000229","Global Enterprise Series Seating High-Back Swivel/Tilt Chairs","Furniture","2032.350","10"
"TEC-PH-10000038","Jawbone MINI JAMBOX Wireless Bluetooth Speaker","Technology","2027.304","18"
"TEC-PH-10001835","Jawbone JAMBOX Wireless Bluetooth Speaker","Technology","2022.272","14"
"TEC-PH-10002824","Jabra SPEAK 410 Multidevice Speakerphone","Technology","2018.702","13"
"TEC-PH-10003484","Ooma Telo VoIP Home Phone System","Technology","2015.840","18"
"OFF-AP-10000576","Belkin 7 Outlet SurgeMaster II","Office Supplies","2010.852","29"
"TEC-AC-10002567","Logitech G602 Wireless Gaming Mouse","Technology","1999.750","29"
"TEC-PH-10002563","Adtran 1202752G1","Technology","1990.642","18"
"TEC-PH-10003601","Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting  Black/Silver","Technology","1979.88","12"
"OFF-ST-10001511","Space Solutions Commercial Steel Shelving","Office Supplies","1952.43","33"
"FUR-CH-10004626","Office Star Flex Back Scooter Chair with Aluminum Finish Frame","Furniture","1947.177","20"
"OFF-AP-10001394","Harmony Air Purifier","Office Supplies","1946.7","13"
"TEC-PH-10000576","AT&T 1080 Corded phone","Technology","1945.258","18"
"TEC-PH-10002447","AT&T CL83451 4-Handset Telephone","Technology","1936.306","10"
"TEC-AC-10004659","Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB","Technology","1926.936","32"
"TEC-PH-10001580","Logitech Mobile Speakerphone P710e - speaker phone","Technology","1916.716","17"
"TEC-AC-10004975","Plantronics Audio 995 Wireless Stereo Headset","Technology","1913.13","18"
"FUR-BO-10003034","OSullivan Elevations Bookcase  Cherry Finish","Furniture","1912.308","18"
"FUR-BO-10003159","Sauder Camden County Collection Libraries  Planked Cherry Finish","Furniture","1909.8178","19"
"TEC-PH-10001079","Polycom SoundPoint Pro SE-225 Corded phone","Technology","1903.840","19"
"FUR-BO-10004467","Bestar Classic Bookcase","Furniture","1897.8102","31"
"FUR-CH-10003833","Novimex Fabric Task Chair","Furniture","1890.380","39"
"TEC-AC-10000892","NETGEAR N750 Dual Band Wi-Fi Gigabit Router","Technology","1890","22"
"OFF-PA-10004359","Multicolor Computer Printout Paper","Office Supplies","1887.30","19"
"TEC-PH-10002660","Nortel Networks T7316 E Nt8 B27","Technology","1876.524","29"
"OFF-ST-10000036","Recycled Data-Pak for Archival Bound Computer Printouts  12-1/2 x 12-1/2 x 16","Office Supplies","1857.252","20"
"FUR-CH-10003199","Office Star - Contemporary Task Swivel Chair","Furniture","1842.268","20"
"FUR-FU-10004864","Howard Miller 14-1/2 Diameter Chrome Round Wall Clock","Furniture","1834.812","46"
"FUR-CH-10004698","Padded Folding Chairs  Black  4/Carton","Furniture","1830.148","30"
"TEC-PH-10001619","LG G3","Technology","1803.108","10"
"TEC-AC-10001606","Logitech Wireless Performance Mouse MX for PC and Mac","Technology","1799.820","21"
"FUR-TA-10004086","KI Adjustable-Height Table","Furniture","1788.384","27"
"OFF-PA-10000418","Xerox 189","Office Supplies","1782.45","19"
"OFF-AP-10001205","Belkin 5 Outlet SurgeMaster Power Centers","Office Supplies","1776.048","40"
"FUR-CH-10001973","Office Star Flex Back Scooter Chair with White Frame","Furniture","1775.680","21"
"FUR-CH-10004886","Bevis Steel Folding Chairs","Furniture","1775.075","24"
"TEC-PH-10003963","GE 2-Jack Phone Line Splitter","Technology","1771.514","11"
"FUR-CH-10003396","Global Deluxe Steno Chair","Furniture","1770.540","29"
"OFF-ST-10001963","Tennsco Regal Shelving Units","Office Supplies","1764.534","18"
"OFF-AP-10001005","Honeywell Quietcare HEPA Air Cleaner","Office Supplies","1761.76","23"
"FUR-CH-10000225","Global Geo Office Task Chair  Gray","Furniture","1757.266","25"
"FUR-CH-10004860","Global Low Back Tilter Chair","Furniture","1746.954","21"
"OFF-PA-10003395","Xerox 1941","Office Supplies","1740.51","19"
"TEC-PH-10003273","AT&T TR1909W","Technology","1738.662","15"
"TEC-PH-10001254","Jabra BIZ 2300 Duo QD Duo Corded Headset","Technology","1727.064","17"
"TEC-AC-10001142","First Data FD10 PIN Pad","Technology","1722.2","24"
"OFF-ST-10002292","Sauder Facets Collection Locker/File Cabinet  Sky Alder Finish","Office Supplies","1706.508","5"
"FUR-TA-10004289","BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables","Furniture","1706.250","15"
"TEC-AC-10001990","Kensington Orbit Wireless Mobile Trackball for PC and Mac","Technology","1703.716","33"
"OFF-PA-10000100","Xerox 1945","Office Supplies","1696.986","45"
"TEC-AC-10000474","Kensington Expert Mouse Optical USB Trackball for PC or Mac","Technology","1690.822","20"
"FUR-CH-10001714","Global Leather & Oak Executive Chair  Burgundy","Furniture","1689.968","13"
"FUR-CH-10001545","Hon Comfortask Task/Swivel Chairs","Furniture","1686.904","18"
"FUR-FU-10000277","Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting","Furniture","1685.440","18"
"TEC-PH-10004042","ClearOne Communications CHAT 70 OC Speaker Phone","Technology","1685.294","12"
"TEC-PH-10001299","Polycom CX300 Desktop Phone USB VoIP phone","Technology","1679.888","15"
"OFF-AP-10002457","Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum  Red","Office Supplies","1674.40","20"
"TEC-PH-10004908","Panasonic KX TS3282W Corded phone","Technology","1665.804","25"
"FUR-BO-10003965","OSullivan Manor Hill 2-Door Library in Brianna Oak","Furniture","1646.9180","12"
"TEC-AC-10001432","Enermax Aurora Lite Keyboard","Technology","1641.15","21"
"OFF-ST-10002344","Carina 42Hx23 3/4W Media Storage Unit","Office Supplies","1635.796","22"
"TEC-PH-10002483","Motorola Moto X","Technology","1631.952","6"
"FUR-FU-10003601","Deflect-o RollaMat Studded  Beveled Mat for Medium Pile Carpeting","Furniture","1623.248","26"
"TEC-MA-10003356","Panasonic KX MC6040 Color Laser Multifunction Printer","Technology","1619.82","5"
"TEC-AC-10002800","Plantronics Audio 478 Stereo USB Headset","Technology","1619.676","34"
"OFF-AR-10000380","Hunt PowerHouse Electric Pencil Sharpener  Blue","Office Supplies","1617.948","44"
"TEC-AC-10000736","Logitech G600 MMO Gaming Mouse","Technology","1615.798","21"
"TEC-PH-10004614","AT&T 841000 Phone","Technology","1614.6","28"
"FUR-CH-10002439","Iceberg Nesting Folding Chair  19w x 6d x 43h","Furniture","1589.406","31"
"TEC-PH-10004120","AT&T 1080 Phone","Technology","1589.084","13"
"TEC-PH-10001425","Mophie Juice Pack Helium for iPhone","Technology","1583.802","24"
"FUR-FU-10000308","Deflect-o Glass Clear Studded Chair Mats","Furniture","1579.372","26"
"TEC-AC-10004469","Microsoft Sculpt Comfort Mouse","Technology","1574.03","42"
"OFF-BI-10001071","GBC ProClick Punch Binding System","Office Supplies","1573.908","31"
"FUR-BO-10001608","Hon Metal Bookcases  Black","Furniture","1570.0776","30"
"OFF-PA-10000675","Xerox 1919","Office Supplies","1565.818","40"
"OFF-EN-10000056","Cameo Buff Policy Envelopes","Office Supplies","1555.750","28"
"FUR-FU-10003192","Luxo Adjustable Task Clamp Lamp","Furniture","1545.816","18"
"TEC-PH-10004536","Avaya 5420 Digital phone","Technology","1538.886","12"
"OFF-AP-10003217","Eureka Sanitaire  Commercial Upright","Office Supplies","1524.532","12"
"FUR-CH-10004875","Harbour Creations 67200 Series Stacking Chairs","Furniture","1501.898","24"
"TEC-PH-10002645","LG G2","Technology","1499.97","5"
"TEC-AC-10002076","Microsoft Natural Keyboard Elite","Technology","1497.000","29"
"TEC-AC-10000109","Sony Micro Vault Click 16 GB USB 2.0 Flash Drive","Technology","1489.334","29"
"FUR-BO-10003546","Hon 4-Shelf Metal Bookcases","Furniture","1474.308","22"
"FUR-BO-10003441","Bush Westfield Collection Bookcases  Fully Assembled","Furniture","1473.2982","18"
"OFF-AP-10003779","Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection","Office Supplies","1473.108","8"
"FUR-FU-10003394","Tenex The Solids Textured Chair Mats","Furniture","1469.160","26"
"TEC-PH-10002468","Plantronics CS 50-USB - headset - Convertible  Monaural","Technology","1468.692","13"
"OFF-ST-10001272","Mini 13-1/2 Capacity Data Binder Rack  Pearl","Office Supplies","1465.744","12"
"FUR-CH-10003061","Global Leather Task Chair  Black","Furniture","1448.839","19"
"OFF-ST-10004337","SAFCO Commercial Wire Shelving  72h","Office Supplies","1445.264","24"
"TEC-PH-10004241","Nokia Lumia 1020","Technology","1439.968","4"
"FUR-FU-10004848","Howard Miller 13-3/4 Diameter Brushed Chrome Round Wall Clock","Furniture","1438.132","44"
"FUR-CH-10002961","Leather Task Chair  Black","Furniture","1437.484","19"
"FUR-TA-10002622","Bush Andora Conference Table  Maple/Graphite Gray Finish","Furniture","1436.232","12"
"OFF-PA-10001033","Xerox 1893","Office Supplies","1434.650","39"
"FUR-FU-10000293","Eldon Antistatic Chair Mats for Low to Medium Pile Carpets","Furniture","1431.944","14"
"FUR-BO-10003966","Sauder Facets Collection Library  Sky Alder Finish","Furniture","1427.683","10"
"FUR-BO-10004709","Bush Westfield Collection Bookcases  Medium Cherry Finish","Furniture","1426.8878","32"
"OFF-ST-10000563","Fellowes Bankers Box Stor/Drawer Steel Plus","Office Supplies","1426.308","50"
"FUR-CH-10001891","Global Deluxe Office Fabric Chairs","Furniture","1420.504","17"
"TEC-AC-10002926","Logitech Wireless Marathon Mouse M705","Technology","1409.718","30"
"TEC-AC-10003628","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","Technology","1409.530","52"
"OFF-ST-10004804","Belkin 19 Vented Equipment Shelf  Black","Office Supplies","1400.256","31"
"TEC-AC-10000420","Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning","Technology","1399.80","21"
"FUR-CH-10003535","Global Armless Task Chair  Royal Blue","Furniture","1396.442","28"
"TEC-MA-10003626","Hewlett-Packard Deskjet 6540 Color Inkjet Printer","Technology","1396.21","6"
"TEC-PH-10002352","Avaya IP Phone 1140E VoIP phone","Technology","1394.95","5"
"TEC-MA-10002178","Cisco CP-7937G Unified IP Conference Station Phone","Technology","1391.4","4"
"TEC-PH-10004434","Cisco IP Phone 7961G VoIP phone - Dark gray","Technology","1386.69","12"
"TEC-PH-10001750","Samsung Rugby III","Technology","1385.790","24"
"OFF-AP-10002311","Holmes Replacement Filter for HEPA Air Cleaner  Very Large Room  HEPA Filter","Office Supplies","1383.081","26"
"TEC-MA-10004212","Cisco SPA525G2 5-Line IP Phone","Technology","1379.92","8"
"FUR-BO-10003893","Sauder Camden County Collection Library","Furniture","1368.262","16"
"OFF-ST-10003656","Safco Industrial Wire Shelving","Office Supplies","1363.058","16"
"TEC-MA-10003230","Okidata C610n Printer","Technology","1362.9","3"
"OFF-EN-10003001","Ames Color-File Green Diamond Border X-ray Mailers","Office Supplies","1360.476","18"
"OFF-EN-10002230","Airmail Envelopes","Office Supplies","1359.666","19"
"TEC-MA-10003183","DYMO CardScan Personal V9 Business Card Scanner","Technology","1343.916","11"
"FUR-CH-10003968","Novimex Turbo Task Chair","Furniture","1341.522","22"
"TEC-PH-10001061","Apple iPhone 5C","Technology","1339.866","15"
"TEC-PH-10002890","AT&T 17929 Lendline Telephone","Technology","1339.104","35"
"FUR-FU-10004188","Luxo Professional Combination Clamp-On Lamps","Furniture","1329.9","13"
"FUR-FU-10003708","Tenex Traditional Chairmats for Medium Pile Carpet  Standard Lip  36 x 48","Furniture","1322.17","24"
"OFF-PA-10001878","Xerox 1891","Office Supplies","1320.570","30"
"FUR-BO-10002598","Hon Metal Bookcases  Putty","Furniture","1320.228","19"
"OFF-AP-10000179","Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room","Office Supplies","1320.166","12"
"FUR-CH-10002372","Office Star - Ergonomically Designed Knee Chair","Furniture","1311.876","19"
"TEC-PH-10004389","Nokia Lumia 925","Technology","1310.296","11"
"FUR-FU-10003773","Eldon Cleatmat Plus Chair Mats for High Pile Carpets","Furniture","1304.128","20"
"FUR-TA-10004175","Hon 30 x 60 Table with Locking Drawer","Furniture","1296.028","6"
"OFF-BI-10002867","GBC Recycled Regency Composition Covers","Office Supplies","1291.248","26"
"OFF-ST-10000129","Fellowes Recycled Storage Drawers","Office Supplies","1287.948","12"
"TEC-MA-10004241","Star Micronics TSP800 TSP847IIU Receipt Printer","Technology","1286.85","4"
"TEC-PH-10001305","Panasonic KX TS208W Corded phone","Technology","1283.538","32"
"OFF-ST-10002554","Tennsco Industrial Shelving","Office Supplies","1281.442","29"
"OFF-PA-10001289","White Computer Printout Paper by Universal","Office Supplies","1279.080","37"
"FUR-FU-10004071","Luxo Professional Magnifying Clamp-On Fluorescent Lamps","Furniture","1268.922","13"
"FUR-CH-10002758","Hon Deluxe Fabric Upholstered Stacking Chairs  Squared Back","Furniture","1268.696","7"
"OFF-EN-10003296","Tyvek Side-Opening Peel & Seel Expanding Envelopes","Office Supplies","1266.72","14"
"FUR-FU-10004017","Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet  Computer  39 x 49","Furniture","1264.582","21"
"FUR-BO-10001798","Bush Somerset Collection Bookcase","Furniture","1263.957","12"
"TEC-PH-10001809","Panasonic KX T7736-B Digital phone","Technology","1259.58","10"
"TEC-AC-10001539","Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology","Technology","1247.844","17"
"OFF-AP-10000026","Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection","Office Supplies","1243.788","27"
"FUR-CH-10003846","Hon Valutask Swivel Chairs","Furniture","1242.054","13"
"OFF-ST-10001837","SAFCO Mobile Desk Side File  Wire Frame","Office Supplies","1240.040","31"
"OFF-LA-10003510","Avery 4027 File Folder Labels for Dot Matrix Printers  5000 Labels per Box  White","Office Supplies","1233.412","43"
"TEC-AC-10002473","Maxell 4.7GB DVD-R","Technology","1231.692","49"
"FUR-TA-10004147","Hon 4060 Series Tables","Furniture","1231.560","13"
"TEC-PH-10003437","Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with","Technology","1229.836","21"
"TEC-AC-10001314","Case Logic 2.4GHz Wireless Keyboard","Technology","1229.754","27"
"OFF-PA-10003228","Xerox 1917","Office Supplies","1222.75","25"
"TEC-PH-10000673","Plantronics Voyager Pro HD - Bluetooth Headset","Technology","1221.812","25"
"OFF-BI-10000632","Satellite Sectional Post Binders","Office Supplies","1219.821","38"
"OFF-BI-10001597","Wilson Jones Ledger-Size  Piano-Hinge Binder  2  Blue","Office Supplies","1217.106","47"
"TEC-MA-10002210","Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop","Technology","1212.705","10"
"OFF-AP-10001242","APC 7 Outlet Network SurgeArrest Surge Protector","Office Supplies","1207.200","20"
"FUR-FU-10002918","Eldon ClusterMat Chair Mat with Cordless Antistatic Protection","Furniture","1200.936","18"
"OFF-ST-10002974","Trav-L-File Heavy-Duty Shuttle II  Black","Office Supplies","1193.818","30"
"OFF-ST-10001469","Fellowes Bankers Box Recycled Super Stor/Drawer","Office Supplies","1187.560","24"
"FUR-FU-10000965","Howard Miller 11-1/2 Diameter Ridgewood Wall Clock","Furniture","1184.232","24"
"TEC-AC-10001465","SanDisk Cruzer 64 GB USB Flash Drive","Technology","1184.032","34"
"OFF-BI-10003718","GBC Therma-A-Bind 250T Electric Binding System","Office Supplies","1180.704","12"
"OFF-AR-10002135","Boston Heavy-Duty Trimline Electric Pencil Sharpeners","Office Supplies","1166.44","25"
"TEC-PH-10000455","GE 30522EE2","Technology","1159.90","10"
"TEC-AC-10001552","Logitech K350 2.4Ghz Wireless Keyboard","Technology","1154.664","25"
"TEC-PH-10002789","LG Exalt","Technology","1154.326","12"
"TEC-AC-10003610","Logitech Illuminated - Keyboard","Technology","1139.81","20"
"TEC-PH-10001700","Panasonic KX-TG6844B Expandable Digital Cordless Telephone","Technology","1135.028","22"
"OFF-ST-10000675","File Shuttle II and Handi-File  Black","Office Supplies","1125.148","34"
"TEC-PH-10001051","HTC One","Technology","1119.888","14"
"TEC-PH-10002170","ClearSounds CSC500 Amplified Spirit Phone Corded phone","Technology","1119.840","19"
"FUR-BO-10001519","OSullivan 3-Shelf Heavy-Duty Bookcases","Furniture","1119.195","22"
"FUR-FU-10004091","Howard Miller 13 Diameter Goldtone Round Wall Clock","Furniture","1117.428","39"
"OFF-ST-10000532","Advantus Rolling Drawer Organizers","Office Supplies","1115.920","31"
"FUR-FU-10000723","Deflect-o EconoMat Studded  No Bevel Mat for Low Pile Carpeting","Furniture","1115.640","33"
"FUR-FU-10001979","Dana Halogen Swing-Arm Architect Lamp","Furniture","1114.384","28"
"OFF-AR-10002671","Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener  Beige","Office Supplies","1113.024","8"
"TEC-PH-10002726","netTALK DUO VoIP Telephone Service","Technology","1112.788","26"
"TEC-AC-10004353","Hypercom P1300 Pinpad","Technology","1108.8","21"
"OFF-PA-10000474","Easy-staple paper","Office Supplies","1105.728","34"
"OFF-PA-10001125","Xerox 1988","Office Supplies","1102.888","41"
"OFF-BI-10000977","Ibico Plastic Spiral Binding Combs","Office Supplies","1100.48","47"
"OFF-BI-10004593","Ibico Laser Imprintable Binding System Covers","Office Supplies","1100.40","34"
"OFF-PA-10003302","Xerox 1906","Office Supplies","1098.640","32"
"OFF-PA-10004071","Eaton Premium Continuous-Feed Paper  25% Cotton  Letter Size  White  1000 Shts/Box","Office Supplies","1098.504","21"
"OFF-PA-10000806","Xerox 1934","Office Supplies","1097.208","20"
"OFF-BI-10004224","Catalog Binders with Expanding Posts","Office Supplies","1089.936","36"
"FUR-TA-10004152","Barricks 18 x 48 Non-Folding Utility Table with Bottom Storage Shelf","Furniture","1088.64","16"
"FUR-CH-10001190","Global Deluxe High-Back Office Chair in Storm","Furniture","1087.920","10"
"TEC-AC-10004568","Maxell LTO Ultrium - 800 GB","Technology","1086.012","41"
"TEC-PH-10004922","RCA Visys Integrated PBX 8-Line Router","Technology","1085.238","19"
"OFF-BI-10002735","GBC Prestige Therm-A-Bind Covers","Office Supplies","1073.903","39"
"OFF-AP-10001293","Belkin 8 Outlet Surge Protector","Office Supplies","1073.676","30"
"OFF-ST-10001418","Carina Media Storage Towers in Natural & Black","Office Supplies","1073.248","20"
"OFF-AR-10001953","Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener","Office Supplies","1073.112","27"
"OFF-ST-10000877","Recycled Steel Personal File for Standard File Folders","Office Supplies","1072.626","20"
"FUR-BO-10004690","OSullivan Cherrywood Estates Traditional Barrister Bookcase","Furniture","1072.344","9"
"TEC-PH-10002398","AT&T 1070 Corded Phone","Technology","1070.304","12"
"FUR-BO-10000330","Sauder Camden County Barrister Bookcase  Planked Cherry Finish","Furniture","1064.624","10"
"OFF-ST-10003692","Recycled Steel Personal File for Hanging File Folders","Office Supplies","1053.032","21"
"OFF-ST-10003282","Advantus 10-Drawer Portable Organizer  Chrome Metal Frame  Smoke Drawers","Office Supplies","1051.776","18"
"FUR-FU-10002253","Howard Miller 13 Diameter Pewter Finish Round Wall Clock","Furniture","1047.736","27"
"OFF-AP-10004540","Eureka The Boss Lite 10-Amp Upright Vacuum  Blue","Office Supplies","1042.08","13"
"TEC-PH-10004531","OtterBox Commuter Series Case - iPhone 5 & 5s","Technology","1041.810","24"
"OFF-BI-10002082","GBC Twin Loop Wire Binding Elements","Office Supplies","1041.664","47"
"FUR-TA-10003469","Balt Split Level Computer Training Table","Furniture","1040.625","12"
"TEC-AC-10000580","Logitech G13 Programmable Gameboard with LCD Display","Technology","1039.870","14"
"TEC-MA-10004552","Star Micronics TSP100 TSP143LAN Receipt Printer","Technology","1035.8","4"
"TEC-MA-10003176","Okidata B400 Printer","Technology","1029.6","3"
"OFF-AP-10001564","Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup","Office Supplies","1023.352","6"
"OFF-PA-10000482","Snap-A-Way Black Print Carbonless Ruled Speed Letter  Triplicate","Office Supplies","1016.792","28"
"FUR-BO-10001918","Sauder Forest Hills Library with Doors  Woodland Oak Finish","Furniture","1014.174","10"
"TEC-MA-10002937","Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer  Copier  Scanner","Technology","1007.979","3"
"TEC-AC-10002942","WD My Passport Ultra 1TB Portable External Hard Drive","Technology","1007.4","17"
"FUR-TA-10000849","Bevis Rectangular Conference Tables","Furniture","1007.262","13"
"OFF-PA-10002377","Xerox 1916","Office Supplies","1004.652","52"
"FUR-FU-10004904","Eldon L Workstation Diamond Chairmat","Furniture","1002.936","19"
"FUR-FU-10000747","Tenex B1-RE Series Chair Mats for Low Pile Carpets","Furniture","1002.364","23"
"TEC-PH-10001918","Nortel Business Series Terminal T7208 Digital phone","Technology","1000.728","9"
"OFF-ST-10000604","Home/Office Personal File Carts","Office Supplies","980.232","30"
"OFF-PA-10003641","Xerox 1909","Office Supplies","970.784","40"
"FUR-CH-10003761","Global Italian Leather Office Chair","Furniture","969.252","8"
"FUR-CH-10001802","Hon Every-Day Chair Series Swivel Task Chairs","Furniture","967.840","10"
"OFF-PA-10001815","Xerox 1885","Office Supplies","960.80","20"
"OFF-PA-10001497","Xerox 1914","Office Supplies","956.304","19"
"OFF-ST-10001713","Gould Plastics 9-Pocket Panel Bin  18-3/8w x 5-1/4d x 20-1/2h  Black","Office Supplies","953.820","20"
"OFF-AP-10001563","Belkin Premiere Surge Master II 8-outlet surge protector","Office Supplies","952.168","26"
"FUR-FU-10003553","Howard Miller 13-1/2 Diameter Rosebrook Wall Clock","Furniture","949.026","17"
"OFF-AP-10001271","Eureka The Boss Cordless Rechargeable Stick Vac","Office Supplies","948.228","19"
"OFF-EN-10001453","Tyvek Interoffice Envelopes  9 1/2 x 12 1/2  100/Box","Office Supplies","939.092","16"
"OFF-AP-10003287","Tripp Lite TLP810NET Broadband Surge for Modem/Fax","Office Supplies","937.848","22"
"OFF-ST-10001476","Steel Personal Filing/Posting Tote","Office Supplies","937.464","29"
"FUR-BO-10001601","Sauder Mission Library with Doors  Fruitwood Finish","Furniture","935.1972","10"
"OFF-AP-10002578","Fellowes Premier Superior Surge Suppressor  10-Outlet  With Phone and Remote","Office Supplies","929.480","21"
"TEC-AC-10001767","SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card","Technology","927.768","25"
"FUR-CH-10003956","Novimex High-Tech Fabric Mesh Task Chair","Furniture","922.740","16"
"FUR-TA-10004442","Riverside Furniture Stanwyck Manor Table Series","Furniture","917.92","5"
"TEC-MA-10002859","Ativa MDM8000 8-Sheet Micro-Cut Shredder","Technology","917.898","11"
"TEC-PH-10003885","Cisco SPA508G","Technology","910.662","15"
"TEC-PH-10000215","Plantronics Cordless Phone Headset with In-line Volume - M214C","Technology","908.70","27"
"TEC-PH-10002262","LG Electronics Tone+ HBS-730 Bluetooth Headset","Technology","904.552","18"
"FUR-CH-10002304","Global Stack Chair without Arms  Black","Furniture","901.506","44"
"OFF-BI-10001670","Vinyl Sectional Post Binders","Office Supplies","901.03","40"
"TEC-AC-10000158","Sony 64GB Class 10 Micro SDHC R40 Memory Card","Technology","899.750","27"
"OFF-ST-10003442","Eldon Portable Mobile Manager","Office Supplies","899.304","34"
"TEC-AC-10000358","Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB","Technology","888.966","24"
"TEC-AC-10002323","SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card","Technology","884.00","44"
"TEC-PH-10001433","Cisco Small Business SPA 502G VoIP phone","Technology","882.102","11"
"FUR-CH-10001797","Safco Chair Connectors  6/Carton","Furniture","881.192","26"
"OFF-PA-10002254","Xerox 1883","Office Supplies","881.092","37"
"OFF-PA-10003039","Xerox 1960","Office Supplies","879.832","32"
"OFF-AR-10003373","Boston School Pro Electric Pencil Sharpener  1670","Office Supplies","873.636","32"
"OFF-ST-10003479","Eldon Base for stackable storage shelf  platinum","Office Supplies","872.256","25"
"OFF-AP-10004708","Fellowes Superior 10 Outlet Split Surge Protector","Office Supplies","867.768","30"
"FUR-FU-10001290","Executive Impressions Supervisor Wall Clock","Furniture","867.26","21"
"OFF-PA-10001144","Xerox 1913","Office Supplies","865.488","17"
"OFF-ST-10003123","Fellowes Bases and Tops For Staxonsteel/High-Stak Systems","Office Supplies","858.882","26"
"FUR-BO-10004409","Safco Value Mate Series Steel Bookcases  Baked Enamel Finish on Steel  Gray","Furniture","858.858","17"
"OFF-PA-10000062","Green Bar Computer Printout Paper","Office Supplies","857.376","17"
"FUR-BO-10000711","Hon Metal Bookcases  Gray","Furniture","851.76","12"
"OFF-ST-10003994","Belkin 19 Center-Weighted Shelf  Gray","Office Supplies","849.312","16"
"TEC-PH-10004093","Panasonic Kx-TS550","Technology","846.216","23"
"TEC-PH-10002115","Plantronics 81402","Technology","844.672","15"
"OFF-BI-10001543","GBC VeloBinder Manual Binding System","Office Supplies","842.166","30"
"FUR-FU-10001473","DAX Wood Document Frame","Furniture","839.676","57"
"OFF-BI-10002133","Wilson Jones Elliptical Ring 3 1/2 Capacity Binders  800 sheets","Office Supplies","834.60","42"
"TEC-PH-10003555","Motorola HK250 Universal Bluetooth Headset","Technology","832.238","41"
"FUR-TA-10001857","Balt Solid Wood Rectangular Table","Furniture","828.0965","11"
"OFF-ST-10002790","Safco Industrial Shelving","Office Supplies","827.12","13"
"FUR-BO-10000112","Bush Birmingham Collection Bookcase  Dark Cherry","Furniture","825.174","9"
"OFF-AP-10002439","Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge","Office Supplies","823.252","16"
"FUR-FU-10001185","Advantus Employee of the Month Certificate Frame  11 x 13-1/2","Furniture","822.738","28"
"FUR-CH-10004540","Global Chrome Stack Chair","Furniture","815.864","32"
"OFF-AP-10001391","Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center","Office Supplies","812.16","9"
"TEC-PH-10002538","Grandstream GXP1160 VoIP phone","Technology","803.692","24"
"FUR-CH-10004754","Global Stack Chair with Arms  Black","Furniture","803.464","31"
"FUR-BO-10003894","Safco Value Mate Steel Bookcase  Baked Enamel Finish on Steel  Black","Furniture","802.074","14"
"TEC-AC-10001714","Logitech MX Performance Wireless Mouse","Technology","789.822","23"
"FUR-FU-10003930","Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock","Furniture","786.900","14"
"OFF-EN-10003055","Blue String-Tie & Button Interoffice Envelopes  10 x 13","Office Supplies","783.608","22"
"OFF-BI-10001524","GBC Premium Transparent Covers with Diagonal Lined Pattern","Office Supplies","780.456","67"
"TEC-PH-10003931","JBL Micro Wireless Portable Bluetooth Speaker","Technology","779.870","17"
"TEC-AC-10004510","Logitech Desktop MK120 Mouse and keyboard Combo","Technology","778.736","50"
"FUR-FU-10003268","Eldon Radial Chair Mat for Low to Medium Pile Carpets","Furniture","775.612","20"
"TEC-AC-10001109","Logitech Trackman Marble Mouse","Technology","773.742","28"
"OFF-AP-10000240","Belkin F9G930V10-GRY 9 Outlet Surge","Office Supplies","770.112","16"
"OFF-PA-10000157","Xerox 191","Office Supplies","767.232","39"
"FUR-CH-10002774","Global Deluxe Stacking Chair  Gray","Furniture","764.700","19"
"FUR-FU-10002116","Tenex Carpeted  Granite-Look or Clear Contemporary Contour Shape Chair Mats","Furniture","763.668","15"
