"ID","Priority","Sale"
"CA-2016-128531","Normal","527.224"
"CA-2014-118976","Normal","526.96"
"CA-2015-134075","Normal","526.88"
"CA-2015-127453","Normal","526.736"
"CA-2017-157091","Normal","526.45"
"CA-2017-145128","Normal","526.45"
"US-2017-106551","Normal","526.344"
"CA-2015-103135","Normal","525.95"
"CA-2017-159464","Normal","524.85"
"CA-2016-116722","Normal","524.616"
"US-2017-160836","Normal","524.018"
"CA-2016-106243","Normal","523.92"
"CA-2017-119494","Normal","523.392"
"CA-2015-164539","Normal","523.25"
"CA-2016-128517","Normal","523.18"
"CA-2017-153843","Normal","523.16"
"CA-2017-121580","Normal","522.79"
"CA-2017-143126","Normal","521.96"
"CA-2014-153087","Normal","521.92"
"CA-2014-125542","Normal","521.224"
"CA-2015-163237","Normal","520.03"
"US-2014-134733","Normal","519.983"
"CA-2015-111206","Normal","519.96"
"CA-2016-112277","Normal","519.68"
"CA-2017-168641","Normal","518.868"
"CA-2017-117114","Normal","518.680"
"CA-2017-165841","Normal","517.91"
"CA-2015-143119","Normal","517.5"
"CA-2017-141705","Normal","517.405"
"CA-2017-156237","Normal","517.257"
"CA-2014-135657","Normal","515.88"
"CA-2017-126928","Normal","514.05"
"CA-2014-157784","Normal","514.03"
"CA-2014-168312","Normal","513.861"
"CA-2015-111164","Normal","513.73"
"CA-2016-131065","Normal","513.52"
"US-2017-132031","Normal","513.496"
"CA-2017-127474","Normal","512.368"
"CA-2017-167094","Normal","512.064"
"CA-2016-139010","Normal","511.948"
"CA-2016-116596","Normal","511.522"
"CA-2017-147354","Normal","510.824"
"CA-2017-113908","Normal","508.788"
"CA-2014-100762","Normal","508.62"
"CA-2015-109337","Normal","508.11"
"CA-2014-110184","Normal","505.686"
"US-2016-155103","Normal","505.368"
"US-2014-164406","Normal","505.282"
"CA-2017-116855","Normal","504.9"
"CA-2017-129357","Normal","504.59"
"CA-2014-120411","Normal","504.55"
"CA-2017-132199","Normal","504.506"
"CA-2017-111269","Normal","503.872"
"CA-2016-142902","Normal","503.400"
"CA-2017-122707","Normal","503.22"
"CA-2014-150518","Normal","503.13"
"CA-2017-162978","Normal","502.474"
"US-2016-155173","Normal","502.221"
"US-2014-160444","Normal","502.200"
"CA-2017-129000","Normal","501.81"
"CA-2014-150581","Normal","499.552"
"CA-2016-109827","Normal","499.303"
"CA-2015-134257","Normal","498.93"
"CA-2016-167556","Normal","498.608"
"CA-2015-162950","Normal","498.492"
"CA-2017-145653","Normal","498.26"
"CA-2017-118003","Normal","498.15"
"CA-2017-156958","Normal","497.044"
"CA-2015-129896","Normal","496.896"
"CA-2017-140949","Normal","496.634"
"CA-2015-141012","Normal","495.736"
"CA-2017-120936","Normal","495.30"
"US-2016-126893","Normal","494.982"
"CA-2016-145548","Normal","492.966"
"US-2016-143280","Normal","492.85"
"CA-2016-119165","Normal","492.835"
"CA-2017-114258","Normal","492.768"
"CA-2015-166464","Normal","492.584"
"US-2016-131149","Normal","492.28"
"CA-2017-108035","Normal","491.888"
"CA-2014-144281","Normal","491.55"
"CA-2017-132682","Normal","490.392"
"CA-2016-119025","Normal","490.32"
"CA-2014-124723","Normal","489.23"
"CA-2015-109197","Normal","487.984"
"CA-2017-105823","Normal","487.96"
"US-2016-111528","Normal","487.704"
"CA-2016-103730","Normal","487.50"
"CA-2016-149979","Normal","487.22"
"CA-2017-135419","Normal","486.368"
"CA-2015-137302","Normal","485.784"
"CA-2015-122756","Normal","485.30"
"CA-2014-111500","Normal","484.79"
"CA-2015-126445","Normal","484.65"
"US-2017-147669","Normal","484.323"
"US-2016-166660","Normal","483.748"
"CA-2017-145765","Normal","483.480"
"US-2014-126571","Normal","483.336"
"CA-2016-156265","Normal","482.584"
"CA-2016-123512","Normal","482.006"
"US-2015-164448","Normal","481.698"
"US-2017-133361","Normal","481.59"
"CA-2017-128076","Normal","481.524"
"CA-2017-152807","Normal","481.472"
"CA-2015-161767","Normal","479.988"
"CA-2014-124618","Normal","479.984"
"CA-2017-126662","Normal","479.984"
"CA-2016-138233","Normal","479.97"
"CA-2016-168830","Normal","479.97"
"CA-2014-122749","Normal","479.96"
"US-2015-153374","Normal","479.952"
"CA-2014-145926","Normal","479.9"
"CA-2016-125094","Normal","479.72"
"CA-2015-149083","Normal","479.716"
"CA-2016-129126","Normal","479.05"
"CA-2015-109001","Normal","479.026"
"CA-2014-147543","Normal","478.48"
"CA-2017-151484","Normal","478.416"
"CA-2017-112900","Normal","478.24"
"CA-2017-148929","Normal","478.08"
"CA-2016-148747","Normal","477.666"
"CA-2017-160899","Normal","477.51"
"CA-2016-116526","Normal","477.50"
"CA-2017-136882","Normal","477.3"
"CA-2016-119186","Normal","477.142"
"CA-2017-121293","Normal","477.092"
"CA-2014-106971","Normal","475.944"
"US-2014-133949","Normal","475.944"
"CA-2016-154767","Normal","475.86"
"CA-2014-144029","Normal","475.788"
"CA-2016-100244","Normal","475.694"
"US-2014-112949","Normal","475.42"
"CA-2017-149699","Normal","474.95"
"CA-2017-144463","Normal","474.43"
"CA-2015-123155","Normal","473.40"
"CA-2014-118962","Normal","472.044"
"CA-2014-157609","Normal","471.92"
"CA-2016-134936","Normal","471.624"
"US-2016-139262","Normal","471.078"
"CA-2017-112039","Normal","470.376"
"CA-2017-126788","Normal","470.376"
"CA-2015-107902","Normal","470.36"
"CA-2017-140480","Normal","469.66"
"CA-2015-123939","Normal","469.398"
"CA-2014-105165","Normal","469.043"
"CA-2014-140795","Normal","468.9"
"CA-2015-135251","Normal","467.6532"
"CA-2015-109708","Normal","467.04"
"CA-2017-143259","Normal","466.842"
"US-2017-160465","Normal","466.814"
"CA-2014-157924","Normal","465.488"
"CA-2015-156755","Normal","465.18"
"CA-2016-108434","Normal","465.18"
"CA-2016-131744","Normal","465.074"
"CA-2017-154011","Normal","464.373"
"CA-2014-154095","Normal","463.04"
"CA-2017-143035","Normal","462.52"
"CA-2017-152737","Normal","461.592"
"CA-2015-150770","Normal","460.844"
"CA-2014-113362","Normal","460.22"
"CA-2014-105249","Normal","460.092"
"CA-2016-121748","Normal","459.98"
"CA-2016-123666","Normal","459.95"
"US-2015-168935","Normal","459.4335"
"CA-2017-147228","Normal","458.984"
"CA-2016-142405","Normal","458.574"
"CA-2017-137785","Normal","458.43"
"CA-2016-127236","Normal","458.351"
"US-2015-153500","Normal","458.072"
"CA-2015-129532","Normal","457.96"
"CA-2014-156244","Normal","457.744"
"CA-2014-104269","Normal","457.568"
"CA-2017-107629","Normal","457.176"
"CA-2015-154291","Normal","457.04"
"CA-2017-125199","Normal","456.512"
"CA-2015-157287","Normal","456.193"
"US-2014-112991","Normal","455.632"
"US-2014-150434","Normal","455.23"
"CA-2015-149650","Normal","454.272"
"CA-2015-132101","Normal","453.576"
"CA-2016-138695","Normal","452.464"
"CA-2014-153969","Normal","451.284"
"CA-2015-134117","Normal","450.194"
"CA-2015-109862","Normal","450.09"
"CA-2016-118311","Normal","450"
"US-2017-166037","Normal","449.91"
"CA-2017-136350","Normal","449.454"
"CA-2015-168088","Normal","449.0496"
"US-2017-139465","Normal","448.818"
"CA-2016-112102","Normal","448.81"
"CA-2016-101980","Normal","448.792"
"CA-2016-118759","Normal","448.446"
"US-2016-127971","Normal","448.418"
"CA-2016-138520","Normal","448.404"
"CA-2015-122406","Normal","448.21"
"CA-2014-140816","Normal","447.944"
"CA-2015-125416","Normal","447.93"
"CA-2014-162278","Normal","447.88"
"CA-2014-159338","Normal","447.84"
"CA-2016-104276","Normal","447.783"
"CA-2017-142636","Normal","446.996"
"CA-2014-129938","Normal","445.802"
"CA-2017-152135","Normal","445.44"
"CA-2016-114482","Normal","445.40"
"CA-2017-108329","Normal","444.768"
"CA-2015-101154","Normal","443.92"
"CA-2016-146941","Normal","442.50"
"CA-2016-132479","Normal","442.372"
"CA-2017-112431","Normal","441.72"
"CA-2016-101987","Normal","440.91"
"CA-2017-150987","Normal","440.31"
"CA-2016-136686","Normal","440.16"
"CA-2015-141327","Normal","440.144"
"CA-2014-151946","Normal","440.048"
"CA-2015-149097","Normal","439.536"
"CA-2017-144484","Normal","438.96"
"CA-2017-166317","Normal","438.01"
"CA-2017-152695","Normal","437.65"
"CA-2016-152688","Normal","436.96"
"CA-2015-134894","Normal","436.86"
"CA-2017-135076","Normal","436.704"
"CA-2017-169894","Normal","436.596"
"CA-2014-153808","Normal","436.488"
"CA-2017-109393","Normal","435.999"
"CA-2016-153269","Normal","435.85"
"CA-2015-151589","Normal","435.54"
"CA-2017-137505","Normal","435.168"
"US-2014-167738","Normal","435.132"
"CA-2016-139556","Normal","434.646"
"US-2015-136749","Normal","433.78"
"CA-2017-145226","Normal","433.78"
"CA-2014-166191","Normal","433.560"
"US-2015-107944","Normal","432.69"
"CA-2017-139402","Normal","432.405"
"US-2016-109260","Normal","431.976"
"CA-2017-138310","Normal","431.928"
"US-2016-147711","Normal","430.94"
"US-2017-128447","Normal","429.592"
"US-2017-134642","Normal","428.704"
"CA-2017-125913","Normal","427.592"
"US-2015-147662","Normal","427.548"
"CA-2014-169684","Normal","426.942"
"US-2014-117163","Normal","426.67"
"CA-2016-157217","Normal","425.954"
"US-2014-117135","Normal","425.67"
"CA-2017-111591","Normal","425.056"
"US-2016-146794","Normal","424.9575"
"CA-2014-124737","Normal","424.376"
"CA-2017-121398","Normal","424.172"
"CA-2014-154669","Normal","423.28"
"CA-2016-160941","Normal","423.05"
"CA-2017-122539","Normal","422.909"
"CA-2015-169656","Normal","422.856"
"CA-2016-128412","Normal","422.662"
"CA-2017-100384","Normal","421.42"
"CA-2014-166716","Normal","421.372"
"CA-2017-147410","Normal","421.1"
"CA-2015-144274","Normal","420.64"
"CA-2017-137463","Normal","420.234"
"CA-2017-102820","Normal","419.944"
"CA-2016-101966","Normal","419.944"
"CA-2016-159912","Normal","419.870"
"CA-2017-105487","Normal","419.832"
"CA-2015-110814","Normal","419.726"
"CA-2017-148999","Normal","419.136"
"CA-2017-129490","Normal","419.136"
"CA-2017-105921","Normal","418.296"
"CA-2015-118871","Normal","418.192"
"CA-2016-105781","Normal","416.616"
"CA-2017-140242","Normal","415.152"
"CA-2015-143980","Normal","414.96"
"CA-2014-124730","Normal","414.630"
"CA-2015-115945","Normal","413.942"
"CA-2017-129378","Normal","413.784"
"US-2016-161683","Normal","413.008"
"CA-2017-104619","Normal","412.996"
"US-2015-101511","Normal","412.682"
"CA-2015-130883","Normal","412.664"
"CA-2015-134747","Normal","412.24"
"CA-2017-101245","Normal","410.71"
"CA-2014-110555","Normal","410.104"
"CA-2016-141397","Normal","409.760"
"US-2017-132444","Normal","409.548"
"CA-2014-115889","Normal","409.304"
"US-2017-105046","Normal","408.96"
"CA-2014-102330","Normal","408.768"
"CA-2014-116834","Normal","408.47"
"US-2015-114839","Normal","408.422"
"CA-2016-161389","Normal","407.976"
"US-2016-162859","Normal","407.072"
"CA-2017-128300","Normal","406.94"
"CA-2016-160304","Normal","405.92"
"CA-2014-140165","Normal","405.456"
"CA-2016-133368","Normal","405.344"
"US-2016-168410","Normal","405.30"
"CA-2015-144519","Normal","403.94"
"CA-2016-143609","Normal","403.92"
"US-2016-164189","Normal","403.168"
"US-2014-123519","Normal","403.114"
"US-2016-108777","Normal","402.645"
"CA-2017-113453","Normal","401.364"
"CA-2017-116127","Normal","400.784"
"CA-2017-144848","Normal","400.61"
"CA-2017-163510","Normal","400.39"
"CA-2017-118346","Normal","399.95"
"CA-2017-117513","Normal","399.672"
"CA-2017-134096","Normal","399.53"
"CA-2015-125934","Normal","399.49"
"CA-2017-118773","Normal","397.744"
"CA-2017-100223","Normal","396.394"
"CA-2016-134208","Normal","396"
"CA-2016-130162","Normal","395.436"
"CA-2017-112956","Normal","394.48"
"CA-2016-145611","Normal","393.25"
"CA-2015-132388","Normal","393.186"
"US-2016-122245","Normal","393.165"
"US-2015-140200","Normal","393.165"
"CA-2014-161032","Normal","392.94"
"CA-2015-168004","Normal","392.94"
"CA-2016-123533","Normal","392.832"
"US-2017-140907","Normal","392.22"
"CA-2016-162082","Normal","392.060"
"CA-2017-122196","Normal","391.98"
"CA-2017-116225","Normal","390.75"
"CA-2014-132010","Normal","389.74"
"CA-2015-128608","Normal","389.434"
"CA-2014-148040","Normal","388.704"
"CA-2017-132339","Normal","387.99"
"CA-2016-135636","Normal","387.72"
"CA-2016-139549","Normal","387.136"
"CA-2015-118444","Normal","387.136"
"CA-2016-165995","Normal","387.00"
"CA-2017-137414","Normal","386.62"
"CA-2015-111395","Normal","386.488"
"CA-2016-165169","Normal","386.48"
"CA-2016-115224","Normal","386.43"
"CA-2014-109680","Normal","386.34"
"CA-2017-150623","Normal","386.14"
"CA-2016-161816","Normal","385.288"
"CA-2014-138317","Normal","385.261"
"CA-2015-165085","Normal","384.86"
"CA-2017-141425","Normal","384.592"
"CA-2017-144589","Normal","384.176"
"CA-2017-160423","Normal","383.992"
"CA-2017-157903","Normal","383.84"
"CA-2016-148796","Normal","383.8"
"CA-2015-140144","Normal","383.616"
"CA-2015-105347","Normal","383.61"
"CA-2016-140928","Normal","383.438"
"CA-2016-152170","Normal","383.14"
"CA-2016-153661","Normal","381.804"
"CA-2017-140515","Normal","381.36"
"CA-2016-136924","Normal","380.864"
"CA-2014-109855","Normal","380.744"
"CA-2016-110772","Normal","380.546"
"CA-2017-121258","Normal","380.136"
"CA-2016-132661","Normal","379.4"
"CA-2014-146591","Normal","378.594"
"US-2015-156867","Normal","378.138"
"CA-2016-155005","Normal","377.97"
"CA-2014-100006","Normal","377.97"
"CA-2015-163965","Normal","377.902"
"US-2017-121251","Normal","377.528"
"CA-2016-164784","Normal","377.346"
"CA-2015-117611","Normal","376.97"
"CA-2016-129861","Normal","376.866"
"US-2016-116365","Normal","376.64"
"CA-2017-135860","Normal","376.10"
"CA-2017-168123","Normal","375.71"
"CA-2014-154641","Normal","375.34"
"CA-2017-106782","Normal","375.34"
"CA-2017-141117","Normal","374.618"
"CA-2017-147039","Normal","374.48"
"CA-2017-137099","Normal","374.376"
"CA-2015-141810","Normal","374.076"
"CA-2017-102155","Normal","373.94"
"CA-2015-118738","Normal","373.281"
"CA-2016-116561","Normal","372.812"
"CA-2017-135587","Normal","372.64"
"CA-2017-100314","Normal","372.446"
"CA-2014-114181","Normal","372.285"
"CA-2014-169446","Normal","372.120"
"US-2015-120502","Normal","372.096"
"CA-2015-114300","Normal","371.66"
"CA-2014-164721","Normal","371.52"
"CA-2016-123932","Normal","371.504"
"CA-2014-149958","Normal","370.782"
"US-2017-116659","Normal","370.782"
"CA-2016-142895","Normal","370.184"
"CA-2015-101000","Normal","370.14"
"US-2017-133312","Normal","369.979"
"CA-2015-142027","Normal","369.912"
"CA-2015-141593","Normal","369.560"
"CA-2017-128370","Normal","369.536"
"US-2016-153815","Normal","368.432"
"CA-2017-123022","Normal","367.53"
"CA-2015-139164","Normal","366.990"
"CA-2014-148586","Normal","366.786"
"CA-2016-169957","Normal","366.78"
"CA-2016-109400","Normal","366.744"
"CA-2015-104871","Normal","366.744"
"CA-2015-111339","Normal","366.666"
"CA-2015-128139","Normal","365.91"
"US-2015-159499","Normal","365.496"
"CA-2016-140571","Normal","365.44"
"CA-2014-149538","Normal","364.93"
"CA-2017-141873","Normal","364.388"
"CA-2017-102197","Normal","364.272"
"CA-2015-119480","Normal","364.07"
"CA-2014-151162","Normal","362.466"
"CA-2016-154018","Normal","362.342"
"US-2014-127978","Normal","362.242"
"CA-2014-116407","Normal","362.176"
"CA-2014-139598","Normal","361.608"
"CA-2016-148740","Normal","361.376"
"CA-2017-161130","Normal","361.376"
"CA-2016-158834","Normal","361.104"
"US-2017-108343","Normal","361.044"
"CA-2016-110044","Normal","359.976"
"CA-2017-122994","Normal","359.97"
"US-2015-145422","Normal","359.499"
"CA-2015-118423","Normal","359.058"
"CA-2017-113278","Normal","358.70"
"CA-2014-133158","Normal","358.696"
"CA-2016-116337","Normal","358.548"
"CA-2015-133445","Normal","357.462"
"CA-2017-121706","Normal","356.79"
"CA-2017-167913","Normal","356.65"
"CA-2014-145800","Normal","355.455"
"CA-2016-136133","Normal","355.32"
"CA-2017-145807","Normal","354.9"
"US-2016-106600","Normal","354.9"
"CA-2014-116239","Normal","354.9"
"US-2017-107888","Normal","354.77"
"CA-2015-117772","Normal","353.88"
"CA-2016-113621","Normal","352.47"
"US-2015-113327","Normal","352.168"
"US-2016-128909","Normal","351.968"
"CA-2015-129546","Normal","351.916"
"CA-2017-119011","Normal","351.66"
"CA-2016-162138","Normal","351.51"
"US-2014-165862","Normal","351.216"
"CA-2015-130365","Normal","349.082"
"CA-2015-154620","Normal","348.928"
"US-2017-148831","Normal","348.56"
"US-2016-148110","Normal","347.802"
"CA-2017-136511","Normal","347.58"
"CA-2017-100615","Normal","347.378"
"US-2015-109015","Normal","346.37"
"US-2015-164238","Normal","346.158"
"CA-2016-117583","Normal","345.47"
"CA-2016-130393","Normal","345.324"
"CA-2015-149748","Normal","345.26"
"CA-2017-159226","Normal","344.981"
"CA-2014-164469","Normal","344.920"
"US-2014-143581","Normal","344.91"
"CA-2017-121643","Normal","344.704"
"CA-2015-110891","Normal","344.372"
"US-2014-151015","Normal","344.274"
"US-2015-138919","Normal","344.22"
"CA-2016-144092","Normal","344.018"
"CA-2016-142097","Normal","342.76"
"CA-2017-145702","Normal","342.240"
"CA-2016-164924","Normal","341.991"
"CA-2017-161739","Normal","341.96"
"CA-2017-101322","Normal","340.704"
"US-2014-112914","Normal","340.3128"
"CA-2017-104220","Normal","340.22"
"CA-2014-113859","Normal","340.116"
"CA-2016-159940","Normal","339.980"
"CA-2015-129476","Normal","339.96"
"CA-2015-143490","Normal","339.334"
"CA-2017-128328","Normal","338.86"
"CA-2016-160220","Normal","338.54"
"CA-2017-106068","Normal","337.818"
"US-2017-106131","Normal","337.688"
"CA-2016-155747","Normal","337.176"
"CA-2014-114335","Normal","337.088"
"CA-2017-166142","Normal","336.993"
"CA-2014-113383","Normal","336.82"
"US-2016-168095","Normal","335.80"
"CA-2015-142930","Normal","335.52"
"CA-2016-111913","Normal","335.120"
"CA-2014-146640","Normal","334.768"
"CA-2014-111003","Normal","334.68"
"CA-2017-105235","Normal","334.52"
"CA-2015-115392","Normal","334.43"
"CA-2016-113733","Normal","334.256"
"US-2016-108637","Normal","334.20"
"US-2014-126340","Normal","333.576"
"US-2017-123862","Normal","332.80"
"CA-2014-103191","Normal","331.536"
"CA-2016-167682","Normal","331.08"
"CA-2016-158155","Normal","330.82"
"CA-2017-122763","Normal","330.768"
"US-2014-117380","Normal","330.588"
"CA-2016-139157","Normal","330.588"
"CA-2017-106432","Normal","330.4712"
"CA-2015-153878","Normal","330.15"
"CA-2016-119963","Normal","329.972"
"US-2015-155369","Normal","329.960"
"CA-2015-119627","Normal","329.440"
"US-2014-112872","Normal","328.914"
"CA-2014-113257","Normal","328.592"
"CA-2016-100041","Normal","328.54"
"CA-2016-125318","Normal","328.224"
"CA-2016-124100","Normal","327.996"
"CA-2017-124674","Normal","327.7328"
"CA-2015-126739","Normal","327.564"
"CA-2014-143210","Normal","327.56"
"US-2016-105452","Normal","327.42"
"CA-2017-113474","Normal","325.86"
"CA-2015-110870","Normal","325.70"
"CA-2017-157413","Normal","324.744"
"CA-2016-165316","Normal","324.387"
"CA-2015-135853","Normal","324.22"
"CA-2015-147529","Normal","324.11"
"CA-2017-132353","Normal","323.976"
"CA-2016-108105","Normal","323.88"
"CA-2017-126242","Normal","323.71"
"CA-2014-110849","Normal","323.458"
"CA-2015-162369","Normal","323.1"
"CA-2017-151358","Normal","323.1"
"CA-2015-136196","Normal","322.59"
"CA-2014-126193","Normal","321.978"
"CA-2016-154739","Normal","321.568"
"CA-2017-152142","Normal","321.568"
"CA-2014-131905","Normal","321.56"
"CA-2014-100867","Normal","321.552"
"CA-2017-152583","Normal","321.390"
"CA-2017-143798","Normal","321.248"
"CA-2017-163125","Normal","321.202"
"CA-2016-130911","Normal","320.126"
"CA-2015-158351","Normal","319.984"
"US-2016-125969","Normal","319.984"
"CA-2015-123232","Normal","319.968"
"CA-2017-131366","Normal","319.532"
"CA-2017-144596","Normal","318.96"
"CA-2017-110198","Normal","318.960"
"CA-2014-131947","Normal","318.293"
"CA-2017-124401","Normal","317.624"
"CA-2014-120278","Normal","317.48"
"CA-2017-149160","Normal","316.32"
"CA-2016-106558","Normal","316"
"CA-2017-103443","Normal","315.896"
"CA-2017-161172","Normal","315.041"
"US-2014-140452","Normal","314.550"
"CA-2017-166296","Normal","314.55"
"US-2017-132381","Normal","314.532"
"CA-2016-144344","Normal","314.393"
"CA-2016-102561","Normal","313.840"
"CA-2015-152891","Normal","313.626"
"CA-2016-130288","Normal","313.176"
"US-2016-151827","Normal","312.766"
"CA-2017-137085","Normal","312.552"
"CA-2016-152072","Normal","311.97"
"US-2017-126179","Normal","311.96"
"CA-2014-106810","Normal","310.88"
"CA-2016-103709","Normal","310.86"
"CA-2014-152254","Normal","310.688"
"CA-2016-130638","Normal","310.56"
"US-2014-155544","Normal","310.528"
"CA-2015-139584","Normal","310.364"
"CA-2014-127586","Normal","310.12"
"CA-2014-156587","Normal","309.592"
"CA-2017-146269","Normal","309.488"
"CA-2016-110898","Normal","309.082"
"CA-2017-108070","Normal","308.753"
"US-2014-147704","Normal","308.60"
"US-2016-159856","Normal","307.92"
"CA-2017-111577","Normal","307.776"
"US-2017-148054","Normal","307.74"
"CA-2017-104003","Normal","307.666"
"CA-2015-112711","Normal","307.168"
"CA-2017-118017","Normal","306.360"
"CA-2014-155264","Normal","306.112"
"CA-2016-160500","Normal","305.496"
"US-2017-137491","Normal","305.312"
"CA-2016-156503","Normal","305.248"
"CA-2015-162964","Normal","304.224"
"CA-2017-140186","Normal","304.046"
"CA-2016-108210","Normal","303.92"
"CA-2016-118129","Normal","303.92"
"US-2017-110604","Normal","303.544"
"US-2017-147221","Normal","303.372"
"CA-2017-140627","Normal","303.320"
"CA-2014-100881","Normal","302.376"
"CA-2014-110100","Normal","302.376"
"CA-2017-100202","Normal","302.376"
"CA-2017-140088","Normal","301.96"
"CA-2016-115378","Normal","301.96"
"CA-2015-146087","Normal","301.96"
"CA-2015-108119","Normal","301.96"
"CA-2015-141250","Normal","301.742"
"CA-2017-127096","Normal","300.904"
"US-2014-159611","Normal","300.512"
"CA-2014-115791","Normal","299.964"
"US-2017-143770","Normal","299.96"
"US-2017-146906","Normal","299.9"
"CA-2015-123673","Normal","299.9"
"CA-2015-146948","Normal","299.75"
"CA-2017-161655","Normal","299.52"
"US-2016-169369","Normal","299.07"
"CA-2016-108616","Normal","298.83"
"CA-2017-127460","Normal","298.464"
"CA-2017-167549","Normal","298.116"
"CA-2017-137498","Normal","298.00"
"CA-2017-133046","Normal","297.99"
"CA-2017-123036","Normal","296.952"
"CA-2014-101364","Normal","296.712"
"US-2016-110156","Normal","296.668"
"CA-2016-142524","Normal","296.51"
"US-2017-119438","Normal","296.022"
"CA-2015-145394","Normal","295.968"
"US-2015-103996","Normal","295.68"
"CA-2016-131093","Normal","295.4"
"CA-2017-165008","Normal","295.056"
"US-2014-120740","Normal","294.72"
"US-2014-146353","Normal","292.82"
"CA-2016-109953","Normal","292.796"
"CA-2017-145429","Normal","291.988"
"CA-2017-117485","Normal","291.96"
"CA-2016-131205","Normal","291.74"
"CA-2016-123337","Normal","291.146"
"CA-2017-104850","Normal","291.136"
"CA-2016-120873","Normal","290.98"
"CA-2017-167703","Normal","290.781"
"CA-2014-115161","Normal","290.666"
"CA-2015-123092","Normal","288.850"
"CA-2014-112326","Normal","288.060"
"CA-2015-151722","Normal","288"
"CA-2017-135377","Normal","287.976"
"CA-2014-113768","Normal","287.456"
"CA-2017-148810","Normal","287.424"
"CA-2016-123274","Normal","287.40"
"CA-2017-164707","Normal","287.326"
"CA-2015-152611","Normal","286.79"
"CA-2014-153927","Normal","286.65"
"CA-2017-140585","Normal","286.485"
"CA-2016-121377","Normal","286.4"
"CA-2014-137589","Normal","286.344"
"CA-2017-169978","Normal","286.140"
"CA-2017-163629","Normal","286.09"
"CA-2017-126144","Normal","285.576"
"CA-2017-123001","Normal","284.984"
"CA-2015-103870","Normal","284.440"
"CA-2017-122154","Normal","284.19"
"CA-2015-101910","Normal","283.92"
"US-2017-110996","Normal","283.92"
"CA-2017-117947","Normal","283.774"
"US-2017-129777","Normal","283.46"
"CA-2017-169285","Normal","283.18"
"US-2016-127425","Normal","282.95"
"CA-2017-122595","Normal","282.688"
"CA-2016-106278","Normal","281.916"
"US-2014-118486","Normal","281.852"
"US-2015-115238","Normal","281.16"
"CA-2017-111815","Normal","280.96"
"CA-2014-114510","Normal","280.276"
"US-2016-144547","Normal","279.944"
"US-2017-147984","Normal","279.9"
"CA-2015-135489","Normal","279.86"
"CA-2016-101336","Normal","279.81"
"CA-2016-101161","Normal","279.67"
"US-2017-111024","Normal","279.004"
"CA-2016-160815","Normal","278.4"
"CA-2017-162481","Normal","278.23"
"CA-2017-115994","Normal","277.71"
"CA-2015-127824","Normal","277.634"
"CA-2015-161998","Normal","277.632"
"US-2014-143287","Normal","277.57"
"CA-2015-112767","Normal","277.5"
"CA-2016-126102","Normal","276.784"
"CA-2014-169642","Normal","276.28"
"CA-2017-126074","Normal","275.65"
"CA-2015-119550","Normal","275.058"
"CA-2016-103107","Normal","274.856"
"CA-2017-154760","Normal","274.491"
"CA-2017-155621","Normal","274.2"
"CA-2014-142510","Normal","274.096"
"CA-2014-149643","Normal","273.96"
"CA-2017-154116","Normal","273.926"
"CA-2016-149503","Normal","273.92"
"US-2017-101840","Normal","273.70"
"CA-2016-159212","Normal","273.59"
"CA-2017-139353","Normal","273.088"
"CA-2017-113460","Normal","272.97"
"CA-2017-100636","Normal","272.94"
"CA-2017-134810","Normal","272.232"
"CA-2017-161333","Normal","272.10"
"CA-2016-152121","Normal","271.992"
"CA-2017-133235","Normal","271.96"
"CA-2015-150791","Normal","271.764"
"CA-2017-122308","Normal","271.764"
"CA-2017-131695","Normal","270.80"
"CA-2016-105662","Normal","270.728"
"CA-2015-113173","Normal","270.356"
"US-2015-119312","Normal","270.34"
"CA-2015-135314","Normal","269.982"
"US-2015-100069","Normal","269.98"
"CA-2017-167381","Normal","269.68"
"US-2014-168501","Normal","269.592"
"CA-2015-128027","Normal","269.49"
"CA-2017-134495","Normal","269.400"
"CA-2014-101392","Normal","269.36"
"CA-2014-106229","Normal","268.935"
"CA-2017-141782","Normal","268.576"
"CA-2015-106187","Normal","268.40"
"CA-2017-113873","Normal","267.7912"
"CA-2014-132962","Normal","267.552"
"CA-2017-117646","Normal","266.520"
"CA-2015-127754","Normal","266.352"
"CA-2015-135545","Normal","266.294"
"CA-2017-165491","Normal","265.93"
"CA-2015-153794","Normal","265.86"
"CA-2014-157882","Normal","265.784"
"CA-2014-129364","Normal","265.784"
"CA-2017-155957","Normal","265.408"
"US-2017-122672","Normal","265.072"
"CA-2014-164742","Normal","264.92"
"CA-2014-106572","Normal","264.32"
"CA-2017-121195","Normal","264.32"
"CA-2016-146150","Normal","264.18"
"US-2015-151407","Normal","263.96"
"CA-2015-102855","Normal","263.78"
"CA-2015-132941","Normal","262.720"
"CA-2016-144015","Normal","262.10"
"CA-2017-151225","Normal","261.536"
"CA-2017-122770","Normal","261.52"
"CA-2016-136126","Normal","261.1"
"CA-2014-103940","Normal","260.79"
"CA-2015-103772","Normal","260.31"
"CA-2015-137512","Normal","259.942"
"CA-2015-138674","Normal","259.864"
"CA-2017-163139","Normal","259.44"
"CA-2014-165806","Normal","259.29"
"CA-2014-123295","Normal","259.136"
"CA-2016-168081","Normal","258.696"
"CA-2017-149895","Normal","258.528"
"CA-2015-122210","Normal","258.495"
"CA-2014-153976","Normal","258.279"
"CA-2015-100454","Normal","258.018"
